valueSetId,valueSetName,code,display,codeSystem
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,K55.0,Acute vascular disorders of intestine,http://hl7.org/fhir/sid/icd-10-cm
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,I82.0,Budd-Chiari syndrome,http://hl7.org/fhir/sid/icd-10-cm
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,I74.8,Embolism and thrombosis of other arteries,http://hl7.org/fhir/sid/icd-10-cm
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,91489000,Acute vascular insufficiency of intestine (disorder),http://snomed.info/sct
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,65198009,Arterial thrombosis (disorder),http://snomed.info/sct
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,54687002,Arterial embolism (disorder),http://snomed.info/sct
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,297136002,Axillary artery embolus (disorder),http://snomed.info/sct
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,297135003,Subclavian artery embolus (disorder),http://snomed.info/sct
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,195343000,Embolism and thrombosis of hepatic artery (disorder),http://snomed.info/sct
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,195342005,Embolism and thrombosis of the celiac artery (disorder),http://snomed.info/sct
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,195340002,Embolism and thrombosis of the splenic artery (disorder),http://snomed.info/sct
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,195339004,Embolism and thrombosis of the subclavian artery (disorder),http://snomed.info/sct
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,195318006,Embolism and thrombosis of an arm or leg artery (disorder),http://snomed.info/sct
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,83940008,Hepatic artery thrombosis (disorder),http://snomed.info/sct
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,80235008,Hepatic artery embolism (disorder),http://snomed.info/sct
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,312593004,Trunk arterial embolus (disorder),http://snomed.info/sct
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,297154003,Subclavian artery thrombosis (disorder),http://snomed.info/sct
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,297148004,Celiac artery thrombosis (disorder),http://snomed.info/sct
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,297137006,Celiac artery embolus (disorder),http://snomed.info/sct
1516.ultrasonography-proc,Ultrasonography,76999,"Unlisted ultrasound procedure (eg, diagnostic, interventional)",http://www.ama-assn.org/go/cpt
1516.ct-scan-abdomen,CT Scan of Abdomen,1010526,"Computed tomography, abdomen",http://www.ama-assn.org/go/cpt
1516.mri-proc,MRI,113091000,Magnetic resonance imaging,http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,453.6,Venous embolism and thrombosis of superficial vessels of lower extremity,http://hl7.org/fhir/sid/icd-9-cm
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,451.89,Phlebitis and thrombophlebitis of other sites,http://hl7.org/fhir/sid/icd-9-cm
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,453.82,Acute venous embolism and thrombosis of deep veins of upper extremity,http://hl7.org/fhir/sid/icd-9-cm
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,I82.81,Embolism and thrombosis of superficial veins of lower extremities,http://hl7.org/fhir/sid/icd-10-cm
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,I80.02,Phlebitis and thrombophlebitis of superficial vessels of left lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,I80.00,Phlebitis and thrombophlebitis of superficial vessels of unspecified lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,I80.01,Phlebitis and thrombophlebitis of superficial vessels of right lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,I80.03,"Phlebitis and thrombophlebitis of superficial vessels of lower extremities, bilateral",http://hl7.org/fhir/sid/icd-10-cm
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,I80.0,Phlebitis and thrombophlebitis of superficial vessels of lower extremities,http://hl7.org/fhir/sid/icd-10-cm
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,I82.61,Acute embolism and thrombosis of superficial veins of upper extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,429434005,Thrombosis of superficial vein of lower limb (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,195394007,Phlebitis and thrombophlebitis (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,75138007,Endophlebitis of superior sagittal sinus (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,73390009,Endophlebitis of cavernous venous sinus (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,8166000,Thrombophlebitis of basilar sinus (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,95445009,Thrombophlebitis of vena cava (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,95447001,Thrombophlebitis of mesenteric vein (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,95449003,Thrombophlebitis of pelvic vein (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,15705007,Phlebitis of basilar sinus (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,16061002,Endophlebitis of lateral venous sinus (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,26954004,Thrombophlebitis of superior sagittal sinus (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,361278002,Mondor's phlebitis of the penis (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,3681008,Thrombophlebitis of torcular Herophili (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,4262001,Phlebitis of superior sagittal sinus (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,438483005,Thrombophlebitis of subclavian vein (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,438646004,Thrombophlebitis of axillary vein (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,55734000,Endophlebitis of basilar sinus (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,61687004,Endophlebitis of inferior sagittal sinus (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,69954004,Thrombophlebitis of breast (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,71719003,Thrombophlebitis of retinal vein (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,80901002,Endophlebitis of torcular Herophili (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,128054009,Deep venous thrombosis of upper extremity (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,132321000119103,Acute deep venous thrombosis of upper extremity (disorder),http://snomed.info/sct
1516.superficial-vein-thrombosis-dx,Superficial Vein Thrombosis Diagnoses,136771000119104,Acute deep venous thrombosis of upper extremity as complication of procedure (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,444.1,Embolism and thrombosis of thoracic aorta,http://hl7.org/fhir/sid/icd-9-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,444.22,Arterial embolism and thrombosis of lower extremity,http://hl7.org/fhir/sid/icd-9-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,453.3,Other venous embolism and thrombosis of renal vein,http://hl7.org/fhir/sid/icd-9-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I74.10,Embolism and thrombosis of unspecified parts of aorta,http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I74.11,Embolism and thrombosis of thoracic aorta,http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I74.19,Embolism and thrombosis of other parts of aorta,http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I74.01,Saddle embolus of abdominal aorta,http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I74.09,Other arterial embolism and thrombosis of abdominal aorta,http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I74,Arterial embolism and thrombosis,http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I74.1,Embolism and thrombosis of other and unspecified parts of aorta,http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I74.0,Embolism and thrombosis of abdominal aorta,http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I74.2,Embolism and thrombosis of arteries of the upper extremities,http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I74.3,Embolism and thrombosis of arteries of the lower extremities,http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I74.4,"Embolism and thrombosis of arteries of extremities, unspecified",http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I74.5,Embolism and thrombosis of iliac artery,http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I74.8,Embolism and thrombosis of other arteries,http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I74.9,Embolism and thrombosis of unspecified artery,http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I65.1,Occlusion and stenosis of basilar artery,http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,I82.3,Embolism and thrombosis of renal vein,http://hl7.org/fhir/sid/icd-10-cm
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,195317001,Embolism and thrombosis of the thoracic aorta (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,405557003,Occlusion of lower limb artery (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,90958004,Thrombosis of arteries of lower extremity (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,195325004,Embolism and thrombosis of the anterior tibial artery (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,87239004,Popliteal artery thrombosis (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,52156004,Femoral artery thrombosis (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,425527003,Atheromatous embolus of lower limb (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,33591000,Thrombosis of arteries of the extremities (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,314189001,Popliteal artery occlusion (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,314188009,Femoral artery occlusion (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,312828005,Common femoral artery occlusion (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,312827000,Superficial femoral artery occlusion (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,312380005,Post-radiological embolism of lower limb artery (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,312378004,Lower limb arterial embolus (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,302300004,Femoral popliteal occlusion (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,297162006,Crural artery thrombosis (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,297155002,Superficial femoral artery thrombosis (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,297153009,Profunda femoris artery thrombosis (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,297149007,Common femoral artery thrombosis (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,297141005,Popliteal artery embolus (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,286959000,Peripheral arterial embolism (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,233973000,Femoral artery embolus (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,195327007,Embolism and thrombosis of the posterior tibial artery (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,195323006,Embolism and thrombosis of the femoral artery (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,195324000,Embolism and thrombosis of the popliteal artery (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,195326003,Embolism and thrombosis of the dorsalis pedis artery (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,195318006,Embolism and thrombosis of an arm or leg artery (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,39291006,Embolism of renal vein (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,195438008,Embolism and thrombosis of the renal vein (disorder),http://snomed.info/sct
1516.other-arterial-thrombosis-dx,Other Arterial Thrombosis Diagnoses,15842009,Thrombosis of renal vein (disorder),http://snomed.info/sct
1516.placenta-thrombosis-dx,Placenta Thrombosis Diagnoses,663.63,"Vascular lesions of cord complicating labor and delivery, antepartum condition or complication",http://hl7.org/fhir/sid/icd-9-cm
1516.placenta-thrombosis-dx,Placenta Thrombosis Diagnoses,663.61,"Vascular lesions of cord complicating labor and delivery, delivered, with or without mention of antepartum condition",http://hl7.org/fhir/sid/icd-9-cm
1516.placenta-thrombosis-dx,Placenta Thrombosis Diagnoses,663.60,"Vascular lesions of cord complicating labor and delivery, unspecified as to episode of care or not applicable",http://hl7.org/fhir/sid/icd-9-cm
1516.placenta-thrombosis-dx,Placenta Thrombosis Diagnoses,663.6,Vascular lesions of cord complicating labor and delivery,http://hl7.org/fhir/sid/icd-9-cm
1516.placenta-thrombosis-dx,Placenta Thrombosis Diagnoses,O43.813,"Placental infarction, third trimester",http://hl7.org/fhir/sid/icd-10-cm
1516.placenta-thrombosis-dx,Placenta Thrombosis Diagnoses,7870007,Vascular lesion of cord (disorder),http://snomed.info/sct
1516.central-nervous-system-thrombosis-dx,Central Nervous System (CNS) Thrombosis Diagnoses,437.6,Nonpyogenic thrombosis of intracranial venous sinus,http://hl7.org/fhir/sid/icd-9-cm
1516.central-nervous-system-thrombosis-dx,Central Nervous System (CNS) Thrombosis Diagnoses,I67.6,Nonpyogenic thrombosis of intracranial venous system,http://hl7.org/fhir/sid/icd-10-cm
1516.central-nervous-system-thrombosis-dx,Central Nervous System (CNS) Thrombosis Diagnoses,42970005,Nonpyogenic thrombosis of intracranial venous sinus (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,996.71,Other complications due to heart valve prosthesis,http://hl7.org/fhir/sid/icd-9-cm
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,444.9,Embolism and thrombosis of unspecified artery,http://hl7.org/fhir/sid/icd-9-cm
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,I34.8,Other nonrheumatic mitral valve disorders,http://hl7.org/fhir/sid/icd-10-cm
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,I51.3,"Intracardiac thrombosis, not elsewhere classified",http://hl7.org/fhir/sid/icd-10-cm
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,703293005,Prosthetic pulmonary valve regurgitation (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,703168002,Prosthetic mitral valve stenosis and regurgitation (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,703297006,Prosthetic aortic valve stenosis and regurgitation (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,703291007,Prosthetic pulmonary valve stenosis (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,703167007,Prosthetic mitral valve stenosis (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,703292000,Prosthetic tricuspid valve regurgitation (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,703177009,Prosthetic mitral valve calcific stenosis (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,703296002,Acute prosthetic tricuspid valve regurgitation (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,703170006,Prosthetic aortic valve stenosis (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,703175001,Acute prosthetic mitral valve regurgitation (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,703169005,Acute prosthetic aortic valve regurgitation (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,703200003,Prosthetic tricuspid valve stenosis (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,457702006,Disorder of aortic valve prosthesis (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,461108007,Disorder of left atrioventricular (not morphologically mitral) valve prosthesis (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,472829004,Disorder of atrioventricular (not morphologically mitral or tricuspid) valve prosthesis (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,472830009,Disorder of right atrioventricular (not morphologically tricuspid) valve prosthesis (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,472831008,Disorder of tricuspid valve prosthesis (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,234188002,Prosthetic cardiac valve calcification (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,472833006,Disorder of pulmonary valve prosthesis (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,472834000,Disorder of truncal valve prosthesis (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,234182001,Prosthetic cardiac valve component embolism (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,234185004,Prosthetic cardiac valve thrombosis (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,234187007,Prosthetic cardiac valve vegetation (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,472832001,Disorder of mitral valve prosthesis (disorder),http://snomed.info/sct
1516.endocarial-thrombosis-dx,Endocardial Thrombosis Diagnoses,65198009,Arterial thrombosis (disorder),http://snomed.info/sct
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1008696,dalteparin / dihydroergotamine,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1037041,dabigatran etexilate mesylate,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1037042,dabigatran etexilate,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1037043,dabigatran etexilate 150 MG,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1037044,dabigatran etexilate Oral Capsule,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1037045,dabigatran etexilate 150 MG Oral Capsule,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1037046,Pradaxa,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1037047,dabigatran etexilate 150 MG [Pradaxa],http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1037048,dabigatran etexilate Oral Capsule [Pradaxa],http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1037049,dabigatran etexilate 150 MG Oral Capsule [Pradaxa],http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1037178,dabigatran etexilate 75 MG,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1037179,dabigatran etexilate 75 MG Oral Capsule,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1037180,dabigatran etexilate 75 MG [Pradaxa],http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1037181,dabigatran etexilate 75 MG Oral Capsule [Pradaxa],http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,104466,tinzaparin sodium,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1110707,argatroban 1 MG/ML,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1114195,rivaroxaban,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1114196,rivaroxaban 10 MG,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1114197,rivaroxaban Oral Tablet,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1114198,rivaroxaban 10 MG Oral Tablet,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1114199,Xarelto,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1114200,rivaroxaban 10 MG [Xarelto],http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1114201,rivaroxaban Oral Tablet [Xarelto],http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1114202,rivaroxaban 10 MG Oral Tablet [Xarelto],http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,11289,warfarin,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,114194,warfarin sodium,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,114934,desirudin,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1151837,dalteparin Injectable Product,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1156646,dabigatran etexilate Oral Product,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1156647,dabigatran etexilate Pill,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1157753,desirudin Injectable Product,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1157968,rivaroxaban Oral Product,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1157969,rivaroxaban Pill,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1158258,argatroban Injectable Product,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1161790,warfarin Oral Product,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1161791,warfarin Pill,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1161844,bivalirudin Injectable Product,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.17.4077.2.1012,Anticoagulant,1162099,tinzaparin Injectable Product,http://www.nlm.nih.gov/research/umls/rxnorm
